#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
189,05/18/2022 01:26:09,11.19,,,,
190,05/18/2022 01:31:09,10.89,,,,
191,05/18/2022 01:36:09,10.68,,,,
192,05/18/2022 01:41:09,10.55,,,,
193,05/18/2022 01:46:09,10.55,,,,
194,05/18/2022 01:51:09,10.64,,,,
195,05/18/2022 01:56:09,10.77,,,,
196,05/18/2022 02:01:09,11.11,,,,
197,05/18/2022 02:06:09,11.41,,,,
198,05/18/2022 02:11:09,11.75,,,,
199,05/18/2022 02:16:09,12.01,,,,
200,05/18/2022 02:21:09,12.44,,,,
201,05/18/2022 02:26:09,12.65,,,,
202,05/18/2022 02:31:09,12.82,,,,
203,05/18/2022 02:36:09,13.04,,,,
204,05/18/2022 02:41:09,13.17,,,,
205,05/18/2022 02:46:09,13.17,,,,
206,05/18/2022 02:51:09,13.04,,,,
207,05/18/2022 02:56:09,12.95,,,,
208,05/18/2022 03:01:09,12.78,,,,
209,05/18/2022 03:06:09,12.65,,,,
210,05/18/2022 03:11:09,12.61,,,,
211,05/18/2022 03:16:09,12.40,,,,
212,05/18/2022 03:21:09,12.18,,,,
213,05/18/2022 03:26:09,11.92,,,,
214,05/18/2022 03:31:09,11.84,,,,
215,05/18/2022 03:36:09,11.84,,,,
216,05/18/2022 03:41:09,11.79,,,,
217,05/18/2022 03:46:09,11.92,,,,
218,05/18/2022 03:51:09,11.97,,,,
219,05/18/2022 03:56:09,11.97,,,,
220,05/18/2022 04:01:09,11.88,,,,
221,05/18/2022 04:06:09,11.62,,,,
222,05/18/2022 04:11:09,11.32,,,,
223,05/18/2022 04:16:09,10.98,,,,
224,05/18/2022 04:21:09,10.64,,,,
225,05/18/2022 04:26:09,10.25,,,,
226,05/18/2022 04:31:09,10.04,,,,
227,05/18/2022 04:36:09,9.86,,,,
228,05/18/2022 04:41:09,9.69,,,,
229,05/18/2022 04:46:09,9.48,,,,
230,05/18/2022 04:51:09,9.44,,,,
231,05/18/2022 04:56:09,9.14,,,,
232,05/18/2022 05:01:09,9.05,,,,
233,05/18/2022 05:06:09,8.92,,,,
234,05/18/2022 05:11:09,8.83,,,,
235,05/18/2022 05:16:09,8.79,,,,
236,05/18/2022 05:21:09,8.71,,,,
237,05/18/2022 05:26:09,8.66,,,,
238,05/18/2022 05:31:09,8.71,,,,
239,05/18/2022 05:36:09,8.66,,,,
240,05/18/2022 05:41:09,8.96,,,,
241,05/18/2022 05:46:09,9.31,,,,
242,05/18/2022 05:51:09,9.52,,,,
243,05/18/2022 05:56:09,9.86,,,,
244,05/18/2022 06:01:09,10.04,,,,
245,05/18/2022 06:06:09,10.16,,,,
246,05/18/2022 06:11:09,10.38,,,,
247,05/18/2022 06:16:09,10.42,,,,
248,05/18/2022 06:21:09,10.55,,,,
249,05/18/2022 06:26:09,10.64,,,,
250,05/18/2022 06:31:09,10.81,,,,
251,05/18/2022 06:36:09,11.11,,,,
252,05/18/2022 06:41:09,11.32,,,,
253,05/18/2022 06:46:09,11.71,,,,
254,05/18/2022 06:51:09,12.10,,,,
255,05/18/2022 06:56:09,12.40,,,,
256,05/18/2022 07:01:09,12.95,,,,
257,05/18/2022 07:06:09,13.43,,,,
258,05/18/2022 07:11:09,13.73,,,,
259,05/18/2022 07:16:09,14.11,,,,
260,05/18/2022 07:21:09,14.41,,,,
261,05/18/2022 07:26:09,14.84,,,,
262,05/18/2022 07:31:09,15.23,,,,
263,05/18/2022 07:36:09,15.66,,,,
