 Units of measure: Mols m-2 d-1
 Month;Alt;Azi;Altitude;Azimuth; SkySky;SkyTop;FolTop;FolSky;Total ;Sky   ;  Mask;    Total;   Gap Can; Gap Topo;Gap Both;Gap Can; Gap Topo;Gap Both;Canopy  ;Site    ;Id_UOC ; Id_SOC;  Above ;  Above  ; Above ;  Mask  ;  Mask   ; Mask ;   Trans ;  Trans  ; Trans
      ;Bin;Bin;        ;       ; Pixels;Pixels;Pixels;Pixels;Pixels;Area  ;  Area;    Area ;   Diffuse; Diffuse ;Diffuse ;Direct ; Direct  ;Direct  ;Openness;Openness;       ;       ;  Direct;  Diffuse; Total ;  Direct;  Diffuse; Total;   Direct;  Diffuse; Total
 All;  5; 28; 45.0000;275.0000; 15986;     0;     0;     0; 15986;0.003424;0.000000;0.003424;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.342380;0.342380;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455
 All;  5; 29; 45.0000;285.0000; 14285;     0;     0;  1698; 15983;0.003424;0.000000;0.003424;0.893762;1.000000;0.893762;1.000000;1.000000;1.000000;0.306006;0.306006;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.071908;0.071908
 All;  5; 30; 45.0000;295.0000;  4038;     0;     0; 11951; 15989;0.003424;0.000000;0.003424;0.252549;1.000000;0.252549;1.000000;1.000000;1.000000;0.086468;0.086468;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.020319;0.020319
 All;  5; 31; 45.0000;305.0000;  1332;     0;     0; 14631; 15963;0.003424;0.000000;0.003424;0.083443;1.000000;0.083443;1.000000;1.000000;1.000000;0.028569;0.028569;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.006713;0.006713
 All;  5; 32; 45.0000;315.0000;   674;     0;     0; 15330; 16004;0.003424;0.000000;0.003424;0.042114;1.000000;0.042114;1.000000;1.000000;1.000000;0.014419;0.014419;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.003388;0.003388
 All;  5; 33; 45.0000;325.0000;   110;     0;     0; 15877; 15987;0.003424;0.000000;0.003424;0.006881;1.000000;0.006881;1.000000;1.000000;1.000000;0.002356;0.002356;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.000554;0.000554
 All;  5; 34; 45.0000;335.0000;   139;     0;     0; 15845; 15984;0.003424;0.000000;0.003424;0.008696;1.000000;0.008696;1.000000;1.000000;1.000000;0.002977;0.002977;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.000700;0.000700
 All;  5; 35; 45.0000;345.0000;    72;     0;     0; 15913; 15985;0.003424;0.000000;0.003424;0.004504;1.000000;0.004504;1.000000;1.000000;1.000000;0.001542;0.001542;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.000362;0.000362
 All;  5; 36; 45.0000;355.0000;    31;     0;     0; 15942; 15973;0.003424;0.000000;0.003424;0.001941;1.000000;0.001941;1.000000;1.000000;1.000000;0.000664;0.000664;0.004824;0.004994;0.000000;0.080455;0.080455;0.000000;0.080455;0.080455;0.000000;0.000156;0.000156
 All;  6;  1; 55.0000;  5.0000;    39;     0;     0; 12395; 12434;0.002777;0.000000;0.002777;0.003137;1.000000;0.003137;1.000000;1.000000;1.000000;0.000871;0.000871;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.000237;0.000237
 All;  6;  2; 55.0000; 15.0000;   135;     0;     0; 12297; 12432;0.002777;0.000000;0.002777;0.010859;1.000000;0.010859;1.000000;1.000000;1.000000;0.003016;0.003016;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.000821;0.000821
 All;  6;  3; 55.0000; 25.0000;  1343;     0;     0; 11089; 12432;0.002777;0.000000;0.002777;0.108028;1.000000;0.108028;1.000000;1.000000;1.000000;0.030002;0.030002;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.008167;0.008167
 All;  6;  4; 55.0000; 35.0000;  4973;     0;     0;  7465; 12438;0.002777;0.000000;0.002777;0.399823;1.000000;0.399823;1.000000;1.000000;1.000000;0.111041;0.111041;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.030228;0.030228
 All;  6;  5; 55.0000; 45.0000;  9219;     0;     0;  3207; 12426;0.002777;0.000000;0.002777;0.741912;1.000000;0.741912;1.000000;1.000000;1.000000;0.206047;0.206047;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.056091;0.056091
 All;  6;  6; 55.0000; 55.0000; 11285;     0;     0;  1149; 12434;0.002777;0.000000;0.002777;0.907592;1.000000;0.907592;1.000000;1.000000;1.000000;0.252061;0.252061;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.068617;0.068617
 All;  6;  7; 55.0000; 65.0000; 12433;     0;     0;     0; 12433;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603
 All;  6;  8; 55.0000; 75.0000; 12433;     0;     0;     0; 12433;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603
 All;  6;  9; 55.0000; 85.0000; 12433;     0;     0;     0; 12433;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603
 All;  6; 10; 55.0000; 95.0000; 12434;     0;     0;     0; 12434;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.009614;0.075603;0.085217;0.009614;0.075603;0.085217;0.009614;0.075603;0.085217
 All;  6; 11; 55.0000;105.0000; 12432;     0;     0;     0; 12432;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.284049;0.075603;0.359652;0.284049;0.075603;0.359652;0.284049;0.075603;0.359652
 All;  6; 12; 55.0000;115.0000; 12432;     0;     0;     0; 12432;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.269208;0.075603;0.344811;0.269208;0.075603;0.344811;0.269208;0.075603;0.344811
 All;  6; 13; 55.0000;125.0000; 11934;     0;     0;   504; 12438;0.002777;0.000000;0.002777;0.959479;1.000000;0.959479;0.954354;1.000000;0.954354;0.266471;0.266471;0.004533;0.005129;0.186493;0.075603;0.262096;0.186493;0.075603;0.262096;0.177980;0.072540;0.250520
 All;  6; 14; 55.0000;135.0000; 10433;     0;     0;  1993; 12426;0.002777;0.000000;0.002777;0.839610;1.000000;0.839610;0.855975;1.000000;0.855975;0.233181;0.233181;0.004533;0.005129;0.164014;0.075603;0.239617;0.164014;0.075603;0.239617;0.140391;0.063477;0.203869
 All;  6; 15; 55.0000;145.0000; 12181;     0;     0;   253; 12434;0.002777;0.000000;0.002777;0.979653;1.000000;0.979653;0.980908;1.000000;0.980908;0.272074;0.272074;0.004533;0.005129;0.155634;0.075603;0.231238;0.155634;0.075603;0.231238;0.152663;0.074065;0.226728
 All;  6; 16; 55.0000;155.0000; 12423;     0;     0;    10; 12433;0.002777;0.000000;0.002777;0.999196;1.000000;0.999196;0.998422;1.000000;0.998422;0.277502;0.277502;0.004533;0.005129;0.154095;0.075603;0.229698;0.154095;0.075603;0.229698;0.153852;0.075542;0.229394
 All;  6; 17; 55.0000;165.0000; 12433;     0;     0;     0; 12433;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.152476;0.075603;0.228079;0.152476;0.075603;0.228079;0.152476;0.075603;0.228079
 All;  6; 18; 55.0000;175.0000; 12433;     0;     0;     0; 12433;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.152955;0.075603;0.228558;0.152955;0.075603;0.228558;0.152955;0.075603;0.228558
 All;  6; 19; 55.0000;185.0000; 12434;     0;     0;     0; 12434;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.151403;0.075603;0.227006;0.151403;0.075603;0.227006;0.151403;0.075603;0.227006
 All;  6; 20; 55.0000;195.0000; 12432;     0;     0;     0; 12432;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.153505;0.075603;0.229108;0.153505;0.075603;0.229108;0.153505;0.075603;0.229108
 All;  6; 21; 55.0000;205.0000; 12432;     0;     0;     0; 12432;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.153604;0.075603;0.229207;0.153604;0.075603;0.229207;0.153604;0.075603;0.229207
 All;  6; 22; 55.0000;215.0000; 12438;     0;     0;     0; 12438;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.155881;0.075603;0.231484;0.155881;0.075603;0.231484;0.155881;0.075603;0.231484
 All;  6; 23; 55.0000;225.0000; 12426;     0;     0;     0; 12426;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.164818;0.075603;0.240421;0.164818;0.075603;0.240421;0.164818;0.075603;0.240421
 All;  6; 24; 55.0000;235.0000; 12434;     0;     0;     0; 12434;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.185359;0.075603;0.260962;0.185359;0.075603;0.260962;0.185359;0.075603;0.260962
 All;  6; 25; 55.0000;245.0000; 12433;     0;     0;     0; 12433;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.265965;0.075603;0.341568;0.265965;0.075603;0.341568;0.265965;0.075603;0.341568
 All;  6; 26; 55.0000;255.0000; 12433;     0;     0;     0; 12433;0.002777;0.000000;0.002777;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.277725;0.277725;0.004533;0.005129;0.285638;0.075603;0.361241;0.285638;0.075603;0.361241;0.285638;0.075603;0.361241
 All;  6; 27; 55.0000;265.0000; 11709;     0;     0;   724; 12433;0.002777;0.000000;0.002777;0.941768;1.000000;0.941768;1.000000;1.000000;1.000000;0.261552;0.261552;0.004533;0.005129;0.007791;0.075603;0.083395;0.007791;0.075603;0.083395;0.007791;0.071201;0.078992
 All;  6; 28; 55.0000;275.0000;  8574;     0;     0;  3860; 12434;0.002777;0.000000;0.002777;0.689561;1.000000;0.689561;1.000000;1.000000;1.000000;0.191508;0.191508;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.052133;0.052133
 All;  6; 29; 55.0000;285.0000;  2866;     0;     0;  9566; 12432;0.002777;0.000000;0.002777;0.230534;1.000000;0.230534;1.000000;1.000000;1.000000;0.064025;0.064025;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.017429;0.017429
 All;  6; 30; 55.0000;295.0000;  3058;     0;     0;  9374; 12432;0.002777;0.000000;0.002777;0.245978;1.000000;0.245978;1.000000;1.000000;1.000000;0.068314;0.068314;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.018597;0.018597
 All;  6; 31; 55.0000;305.0000;  1595;     0;     0; 10843; 12438;0.002777;0.000000;0.002777;0.128236;1.000000;0.128236;1.000000;1.000000;1.000000;0.035614;0.035614;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.009695;0.009695
 All;  6; 32; 55.0000;315.0000;   181;     0;     0; 12245; 12426;0.002777;0.000000;0.002777;0.014566;1.000000;0.014566;1.000000;1.000000;1.000000;0.004045;0.004045;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.001101;0.001101
 All;  6; 33; 55.0000;325.0000;    21;     0;     0; 12413; 12434;0.002777;0.000000;0.002777;0.001689;1.000000;0.001689;1.000000;1.000000;1.000000;0.000469;0.000469;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.000128;0.000128
 All;  6; 34; 55.0000;335.0000;     2;     0;     0; 12431; 12433;0.002777;0.000000;0.002777;0.000161;1.000000;0.000161;1.000000;1.000000;1.000000;0.000045;0.000045;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.000012;0.000012
 All;  6; 35; 55.0000;345.0000;   106;     0;     0; 12327; 12433;0.002777;0.000000;0.002777;0.008526;1.000000;0.008526;1.000000;1.000000;1.000000;0.002368;0.002368;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.000645;0.000645
 All;  6; 36; 55.0000;355.0000;    50;     0;     0; 12383; 12433;0.002777;0.000000;0.002777;0.004022;1.000000;0.004022;1.000000;1.000000;1.000000;0.001117;0.001117;0.004533;0.005129;0.000000;0.075603;0.075603;0.000000;0.075603;0.075603;0.000000;0.000304;0.000304
 All;  7;  1; 65.0000;  5.0000;    91;     0;     0;  8791;  8882;0.002046;0.000000;0.002046;0.010245;1.000000;0.010245;1.000000;1.000000;1.000000;0.002097;0.002097;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.000631;0.000631
 All;  7;  2; 65.0000; 15.0000;   318;     0;     0;  8566;  8884;0.002046;0.000000;0.002046;0.035795;1.000000;0.035795;1.000000;1.000000;1.000000;0.007325;0.007325;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.002206;0.002206
 All;  7;  3; 65.0000; 25.0000;  3718;     0;     0;  5161;  8879;0.002046;0.000000;0.002046;0.418741;1.000000;0.418741;1.000000;1.000000;1.000000;0.085687;0.085687;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.025808;0.025808
 All;  7;  4; 65.0000; 35.0000;  8377;     0;     0;   509;  8886;0.002046;0.000000;0.002046;0.942719;1.000000;0.942719;1.000000;1.000000;1.000000;0.192910;0.192910;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.058102;0.058102
 All;  7;  5; 65.0000; 45.0000;  8876;     0;     0;     0;  8876;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7;  6; 65.0000; 55.0000;  8881;     0;     0;     0;  8881;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7;  7; 65.0000; 65.0000;  8880;     0;     0;     0;  8880;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7;  8; 65.0000; 75.0000;  8885;     0;     0;     0;  8885;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7;  9; 65.0000; 85.0000;  8890;     0;     0;     0;  8890;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7; 10; 65.0000; 95.0000;  8882;     0;     0;     0;  8882;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7; 11; 65.0000;105.0000;  8884;     0;     0;     0;  8884;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7; 12; 65.0000;115.0000;  8879;     0;     0;     0;  8879;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.146988;0.061632;0.208620;0.146988;0.061632;0.208620;0.146988;0.061632;0.208620
 All;  7; 13; 65.0000;125.0000;  8886;     0;     0;     0;  8886;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.258284;0.061632;0.319917;0.258284;0.061632;0.319917;0.258284;0.061632;0.319917
 All;  7; 14; 65.0000;135.0000;  8876;     0;     0;     0;  8876;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.252365;0.061632;0.313997;0.252365;0.061632;0.313997;0.252365;0.061632;0.313997
 All;  7; 15; 65.0000;145.0000;  8881;     0;     0;     0;  8881;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.185652;0.061632;0.247284;0.185652;0.061632;0.247284;0.185652;0.061632;0.247284
 All;  7; 16; 65.0000;155.0000;  8879;     0;     0;     1;  8880;0.002046;0.000000;0.002046;0.999887;1.000000;0.999887;1.000000;1.000000;1.000000;0.204608;0.204608;0.003695;0.004457;0.165910;0.061632;0.227543;0.165910;0.061632;0.227543;0.165910;0.061625;0.227536
 All;  7; 17; 65.0000;165.0000;  8885;     0;     0;     0;  8885;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.156103;0.061632;0.217735;0.156103;0.061632;0.217735;0.156103;0.061632;0.217735
 All;  7; 18; 65.0000;175.0000;  8889;     0;     0;     1;  8890;0.002046;0.000000;0.002046;0.999888;1.000000;0.999888;1.000000;1.000000;1.000000;0.204608;0.204608;0.003695;0.004457;0.152163;0.061632;0.213795;0.152163;0.061632;0.213795;0.152163;0.061625;0.213788
 All;  7; 19; 65.0000;185.0000;  8882;     0;     0;     0;  8882;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.152728;0.061632;0.214360;0.152728;0.061632;0.214360;0.152728;0.061632;0.214360
 All;  7; 20; 65.0000;195.0000;  8884;     0;     0;     0;  8884;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.156105;0.061632;0.217738;0.156105;0.061632;0.217738;0.156105;0.061632;0.217738
 All;  7; 21; 65.0000;205.0000;  8878;     0;     0;     1;  8879;0.002046;0.000000;0.002046;0.999887;1.000000;0.999887;1.000000;1.000000;1.000000;0.204608;0.204608;0.003695;0.004457;0.165080;0.061632;0.226712;0.165080;0.061632;0.226712;0.165080;0.061625;0.226705
 All;  7; 22; 65.0000;215.0000;  8885;     0;     0;     1;  8886;0.002046;0.000000;0.002046;0.999887;1.000000;0.999887;1.000000;1.000000;1.000000;0.204608;0.204608;0.003695;0.004457;0.187283;0.061632;0.248915;0.187283;0.061632;0.248915;0.187283;0.061625;0.248908
 All;  7; 23; 65.0000;225.0000;  8875;     0;     0;     1;  8876;0.002046;0.000000;0.002046;0.999887;1.000000;0.999887;1.000000;1.000000;1.000000;0.204608;0.204608;0.003695;0.004457;0.252937;0.061632;0.314570;0.252937;0.061632;0.314570;0.252937;0.061625;0.314563
 All;  7; 24; 65.0000;235.0000;  8864;     0;     0;    17;  8881;0.002046;0.000000;0.002046;0.998086;1.000000;0.998086;0.997942;1.000000;0.997942;0.204239;0.204239;0.003695;0.004457;0.258513;0.061632;0.320146;0.258513;0.061632;0.320146;0.257981;0.061514;0.319496
 All;  7; 25; 65.0000;245.0000;  8880;     0;     0;     0;  8880;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.148509;0.061632;0.210142;0.148509;0.061632;0.210142;0.148509;0.061632;0.210142
 All;  7; 26; 65.0000;255.0000;  8885;     0;     0;     0;  8885;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7; 27; 65.0000;265.0000;  8890;     0;     0;     0;  8890;0.002046;0.000000;0.002046;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.204631;0.204631;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632
 All;  7; 28; 65.0000;275.0000;  6312;     0;     0;  2570;  8882;0.002046;0.000000;0.002046;0.710651;1.000000;0.710651;1.000000;1.000000;1.000000;0.145421;0.145421;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.043799;0.043799
 All;  7; 29; 65.0000;285.0000;   267;     0;     0;  8617;  8884;0.002046;0.000000;0.002046;0.030054;1.000000;0.030054;1.000000;1.000000;1.000000;0.006150;0.006150;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.001852;0.001852
 All;  7; 30; 65.0000;295.0000;   286;     0;     0;  8593;  8879;0.002046;0.000000;0.002046;0.032211;1.000000;0.032211;1.000000;1.000000;1.000000;0.006591;0.006591;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.001985;0.001985
 All;  7; 31; 65.0000;305.0000;  1182;     0;     0;  7704;  8886;0.002046;0.000000;0.002046;0.133018;1.000000;0.133018;1.000000;1.000000;1.000000;0.027220;0.027220;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.008198;0.008198
 All;  7; 32; 65.0000;315.0000;  1302;     0;     0;  7574;  8876;0.002046;0.000000;0.002046;0.146688;1.000000;0.146688;1.000000;1.000000;1.000000;0.030017;0.030017;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.009041;0.009041
 All;  7; 33; 65.0000;325.0000;   984;     0;     0;  7897;  8881;0.002046;0.000000;0.002046;0.110798;1.000000;0.110798;1.000000;1.000000;1.000000;0.022673;0.022673;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.006829;0.006829
 All;  7; 34; 65.0000;335.0000;  1011;     0;     0;  7869;  8880;0.002046;0.000000;0.002046;0.113851;1.000000;0.113851;1.000000;1.000000;1.000000;0.023298;0.023298;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.007017;0.007017
 All;  7; 35; 65.0000;345.0000;   120;     0;     0;  8765;  8885;0.002046;0.000000;0.002046;0.013506;1.000000;0.013506;1.000000;1.000000;1.000000;0.002764;0.002764;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.000832;0.000832
 All;  7; 36; 65.0000;355.0000;    97;     0;     0;  8793;  8890;0.002046;0.000000;0.002046;0.010911;1.000000;0.010911;1.000000;1.000000;1.000000;0.002233;0.002233;0.003695;0.004457;0.000000;0.061632;0.061632;0.000000;0.061632;0.061632;0.000000;0.000672;0.000672
 All;  8;  1; 75.0000;  5.0000;  2935;     0;     0;  2392;  5327;0.001253;0.000000;0.001253;0.550967;1.000000;0.550967;1.000000;1.000000;1.000000;0.069047;0.069047;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.022164;0.022164
 All;  8;  2; 75.0000; 15.0000;  2085;     0;     0;  3244;  5329;0.001253;0.000000;0.001253;0.391255;1.000000;0.391255;1.000000;1.000000;1.000000;0.049032;0.049032;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.015739;0.015739
 All;  8;  3; 75.0000; 25.0000;  3120;     0;     0;  2212;  5332;0.001253;0.000000;0.001253;0.585146;1.000000;0.585146;1.000000;1.000000;1.000000;0.073330;0.073330;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.023539;0.023539
 All;  8;  4; 75.0000; 35.0000;  3616;     0;     0;  1703;  5319;0.001253;0.000000;0.001253;0.679827;1.000000;0.679827;1.000000;1.000000;1.000000;0.085196;0.085196;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.027348;0.027348
 All;  8;  5; 75.0000; 45.0000;  5055;     0;     0;   289;  5344;0.001253;0.000000;0.001253;0.945921;1.000000;0.945921;1.000000;1.000000;1.000000;0.118543;0.118543;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.038052;0.038052
 All;  8;  6; 75.0000; 55.0000;  5330;     0;     0;     0;  5330;0.001253;0.000000;0.001253;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.125320;0.125320;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228
 All;  8;  7; 75.0000; 65.0000;  5327;     0;     0;     3;  5330;0.001253;0.000000;0.001253;0.999437;1.000000;0.999437;1.000000;1.000000;1.000000;0.125249;0.125249;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040205;0.040205
 All;  8;  8; 75.0000; 75.0000;  5326;     0;     0;     0;  5326;0.001253;0.000000;0.001253;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.125320;0.125320;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228
 All;  8;  9; 75.0000; 85.0000;  5322;     0;     0;     0;  5322;0.001253;0.000000;0.001253;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.125320;0.125320;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228
 All;  8; 10; 75.0000; 95.0000;  5327;     0;     0;     0;  5327;0.001253;0.000000;0.001253;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.125320;0.125320;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228
 All;  8; 11; 75.0000;105.0000;  5329;     0;     0;     0;  5329;0.001253;0.000000;0.001253;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.125320;0.125320;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228
